name,site,subtypes,category,type,phone,full_address,city,latitude,longitude,rating,reviews_link,reviews_tags,photo,street_view
Colors Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,+91 81436 64774,"C9VP+38Q, Image Hospital Rd, near Sri Venkateshwara College, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4427226,78.3858701,2.1,"https://search.google.com/local/reviews?placeid=ChIJSVgboV-RyzsR-Fi8w07AjKk&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mtNDkKpQAvnrM0AnMFnIgw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=4.923983&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPFf2JI0FmV7A8o2W0ZvAs9nNKE_IUnV4ANCnVz=w1600-h1000-k-no
"Laxmi Women's Hostel, Priyadharshini Building",,Working women's hostel,Working women's hostel,Working women's hostel,,"90/5/2,, 1/96/90/5/2, Ayyappa Society Main Rd, Megha Hills, Sri Sai Nagar, Madhapur, Telangana 500081",Hyderabad,17.4423362,78.39109,4.1,"https://search.google.com/local/reviews?placeid=ChIJu9buNlyRyzsRyWHnevDByWg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YtEfJDDF8DMZTQA3-9BCDw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=282.25595&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipMReXHpM9BoojyQx71QNPiR_3DH4ET_h0JIhVK8=w1600-h1000-k-no
Jhansi Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"1-90/4/A/2, Hitech City Rd, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4429371,78.3882062,2.6,"https://search.google.com/local/reviews?placeid=ChIJHxm_Xl6RyzsR-gcelDo9Wtg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q_vRcRMT35CIHtAGKyy-9Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=45.12683&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q_vRcRMT35CIHtAGKyy-9Q&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=45.12683&pitch=0&thumbfov=100
Sri Venkata Srinivasa Deluxe Womens Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"1/49/2, Rd number 2, Sri Rama Colony, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.440818,78.39625,5,"https://search.google.com/local/reviews?placeid=ChIJp6ieSACRyzsRBg0_tXqt_BQ&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNXi9HrulT8U2wxpuUnvUeytmGD-BgBBcXbQFsr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNXi9HrulT8U2wxpuUnvUeytmGD-BgBBcXbQFsr=w1600-h1000-k-no
Sri Sai Leela Women PG House,,Working women's hostel,Working women's hostel,Working women's hostel,+91 90301 35884,"Plot No. 4/92, Ayyappa Society Main Rd, opp. Indian Oil Petrol Pump Healthcare Hospital Building, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.446411,78.393992,4.1,"https://search.google.com/local/reviews?placeid=ChIJA5RXjGeRyzsRZfRj9yvW_X4&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMhoGXYlGrpiBjpBPe__mY5Q-4Xfbxo0Zk3YzBN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMhoGXYlGrpiBjpBPe__mY5Q-4Xfbxo0Zk3YzBN=w1600-h1000-k-no
KVR women's Deluxe Pg & Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 94947 61091,"H. NO 1/56/1,Sai Chandra Nest, Kummari Basti, Madhapur, Telangana 500081",Hyderabad,17.4433842,78.3821773,3.7,"https://search.google.com/local/reviews?placeid=ChIJSXD5v_GTyzsRTPa30PwCgYM&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPuohg0kaPPOWAYq9eKStnbssdajSAQZGLoF1F3=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPuohg0kaPPOWAYq9eKStnbssdajSAQZGLoF1F3=w1600-h1000-k-no
BVR Women's Hostel & PG my hostel,,Girls' hostel,Girls' hostel,Girls' hostel,+91 81066 09336,"4-38, Durgam Cheruvu Rd, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4407972,78.3897277,4.3,"https://search.google.com/local/reviews?placeid=ChIJndAURhWRyzsRgOKP3npoOvE&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOfoe9mlg9buRT2lUDzzcNQZkuWrHoClwmAbzPu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOfoe9mlg9buRT2lUDzzcNQZkuWrHoClwmAbzPu=w1600-h1000-k-no
SAANVI STAYS,,Working women's hostel,Working women's hostel,Working women's hostel,,"Flat No : 703 C-Block Fresh Living Apartments Image Hospital Road Madhapur Hyderabad Telangana IN 500081, Image Hospital Rd, Hyderabad, Telangana 500081",Hyderabad,17.4410744,78.3846921,4.2,"https://search.google.com/local/reviews?placeid=ChIJi49sZ1-RyzsRClmVC3D3Eiw&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MsVcvhYJ1G0H42KgNirr6A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=79.10227&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipNR8i3M7e3rBj4k-tGpsv8mgOgzdlTUdGh7012R=w1600-h1000-k-no
The Princess Executive Women's Hostel,,Girls' hostel,Girls' hostel,Girls' hostel,+91 81420 51111,"Plot No.42,Vital Rao Nagar,A Block,Madhapur, Hi-Tech City, Hyderabad, Telangana 500081",Hyderabad,17.4436813,78.3844117,3.4,"https://search.google.com/local/reviews?placeid=ChIJn782il-RyzsRL0oCkoG9Ppk&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMi38_dWFdPTWaW-iP9mB4qTSJSCD7K1djw60Tr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMi38_dWFdPTWaW-iP9mB4qTSJSCD7K1djw60Tr=w1600-h1000-k-no
Sri Sai Nilayam Executive Women’s Hostel (Madhapur),,"Girls' hostel, Hostel",Girls' hostel,Girls' hostel,+91 98858 67037,"Plot no 60, opposite to Savla's Home food, Arunodaya Colony, Jaihind Enclave, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.446577,78.3884109,3.7,"https://search.google.com/local/reviews?placeid=ChIJA31kF5KRyzsReaprm543SVY&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMkyCgGu1nXUztFKxKo5gXzZSown9NChik__DDH=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMkyCgGu1nXUztFKxKo5gXzZSown9NChik__DDH=w1600-h1000-k-no
SRAVYA Elite Stay for Women,,"Working women's hostel, Girls' hostel, Hostel",Student dormitory,Working women's hostel,+91 77990 59599,"H NO:3-934, MVR Tower, no: 48, Ayyappa Society Main Rd, SBH Officers Colony, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4494496,78.3929551,4.7,"https://search.google.com/local/reviews?placeid=ChIJQ3KyGgCRyzsR-JBlbxtS1UM&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNHOdIaF-wniJ7Pu7OeXT7H9M-pVeQGyu_ggArn=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNHOdIaF-wniJ7Pu7OeXT7H9M-pVeQGyu_ggArn=w1600-h1000-k-no
Sri Venkateshwara Women's PG & Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 91219 66111,"H.No:1-98, 64/A, S mart street, Ayyappa Society, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4444091,78.3905841,3.8,"https://search.google.com/local/reviews?placeid=ChIJh4h72kCRyzsRDsePjz_EDCI&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOgjUvXsYNge_s5-Y5VCrlr7kDqTlspNWMZYWDS=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOgjUvXsYNge_s5-Y5VCrlr7kDqTlspNWMZYWDS=w1600-h1000-k-no
Nexin Pg For women,,Hostel,Student dormitory,Hostel,+91 89777 32799,"1-90/5/2, Image Hospital Rd, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4424168,78.385039,3.7,"https://search.google.com/local/reviews?placeid=ChIJHxOZTayRyzsRKlVJHne8TzI&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPrDvfwFFDlVwXKtfneShBj5CwogrGxYF2FETZ-=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPrDvfwFFDlVwXKtfneShBj5CwogrGxYF2FETZ-=w1600-h1000-k-no
Jeevika Women Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9WH+WWF, Street No. 3, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4473116,78.3798013,3.2,"https://search.google.com/local/reviews?placeid=ChIJ74_uZ96TyzsRmLFMA3_mJzo&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzUZD4w_SpupuB36kiBehQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=190.82472&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzUZD4w_SpupuB36kiBehQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=190.82472&pitch=0&thumbfov=100
Amrita working womens hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"Plot no. 27.road no. 8 Patrika nagar, HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4453755,78.3787189,2.1,"https://search.google.com/local/reviews?placeid=ChIJzYof2fOTyzsRYsRBLbQ2Xy0&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y7tb90OdXeBJ_BBhn0U9SA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=193.90283&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipP0nqtW3L_qghk4Q68oyH_w4JKsi1BysAakecQn=w1600-h1000-k-no
Sri Chaitanya Working Women's Hostel,,"Girls' hostel, Hostel",Girls' hostel,Girls' hostel,+91 77996 03967,"metro piller no 28, 2-43, Sri Rama Colony Rd, Andra Basti, Sri Rama Colony, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4409046,78.3942661,2.7,"https://search.google.com/local/reviews?placeid=ChIJxXeuplyRyzsRm3J1OYKAdgU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q8nRwgDQaGPV65VDQjIntA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=31.170792&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipN5p_nC59wSiOZM5G2qoA9OyB-G9kitNPl7bp6A=w1600-h1000-k-no
Sri Seshadri Womens hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"D No, 2-56/33/38/1, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4441091,78.3928473,3.7,"https://search.google.com/local/reviews?placeid=ChIJ_aQDqRyRyzsR8VPonJzWyQs&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9BHNKMVOGrqh17e5xdvJ6w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=188.05293&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipORO_oqB4digmcAgz5SFETp3-UWPOTihzVvjxI3=w1600-h1000-k-no
STAR PG Single Rooms,,"Working women's hostel, Youth Hostel",Working women's hostel,Working women's hostel,+91 95157 66389,"Swathi school, Market Road, near Panchekattu Dosa, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4450993,78.3930852,5,"https://search.google.com/local/reviews?placeid=ChIJkyQtbAiRyzsRQ_kw8AFS160&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipO_51iZUXZHzP8h2XC9jJdM-sLwLHCRBWZ-FHQN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO_51iZUXZHzP8h2XC9jJdM-sLwLHCRBWZ-FHQN=w1600-h1000-k-no
Celluloid Premium Spaces for Women,http://celluloidpg.com/,Working women's hostel,Working women's hostel,Working women's hostel,+91 91002 30216,"Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4549993,78.3742669,4.3,"https://search.google.com/local/reviews?placeid=ChIJT4Ih_EiTyzsRsDCfp-gD5tU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPQLfuo5qMwaeuUkgPQUBAjbfH8j_4ns6p9gl12=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPQLfuo5qMwaeuUkgPQUBAjbfH8j_4ns6p9gl12=w1600-h1000-k-no
Aadhya Women's PG - Gachibowli,,Working women's hostel,Working women's hostel,Working women's hostel,+91 89775 33977,"Babukhan Ln, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.4385886,78.366434,4.6,"https://search.google.com/local/reviews?placeid=ChIJk760KpqTyzsRGeJmhfkTfSI&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOpKuqeenkEUTItWP7BYwc_-m-MttclLdWDgyI=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOpKuqeenkEUTItWP7BYwc_-m-MttclLdWDgyI=w1600-h1000-k-no
Surya womens luxury pg,,Working women's hostel,Working women's hostel,Working women's hostel,,"Arunodaya Colony, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.445207,78.3883785,5,"https://search.google.com/local/reviews?placeid=ChIJBV2G-PqRyzsRaTON2gLVD78&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPJML-jSWDBpPvBZninITtwTZrt_enQQUtGd-GB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPJML-jSWDBpPvBZninITtwTZrt_enQQUtGd-GB=w1600-h1000-k-no
Right Way Womens Hostel,,"Backpacker Hostel, Girls' hostel",Hostel,Backpacker Hostel,+91 96039 59939,"60, Andra Basti, Sri Rama Colony, Madhapur, Hyderabad, Telangana 500033",Hyderabad,17.4407069,78.3955157,3.5,"https://search.google.com/local/reviews?placeid=ChIJM9zhrFyRyzsR3Incu-_oikQ&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipM2QDo4JC6icjHRv5PNlnHy2fmF84BrHGgaFM7R=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM2QDo4JC6icjHRv5PNlnHy2fmF84BrHGgaFM7R=w1600-h1000-k-no
Dhanvi executive women's pg,,Working women's hostel,Working women's hostel,Working women's hostel,+91 93982 00959,"Rahmat Gulshan Colony, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500081",Hyderabad,17.439639,78.3640354,4.5,"https://search.google.com/local/reviews?placeid=ChIJV-_yR1KTyzsRGC8RrDvR2cA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPbrJvTnx7YTFbI1bFWAW7IqbQdImSP64Y5sSvC=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPbrJvTnx7YTFbI1bFWAW7IqbQdImSP64Y5sSvC=w1600-h1000-k-no
Sri MONISH WOMENS PG,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99660 64444,"PLOT NO 95, AIG Hospital Backside, Maharaja Hotel Side Road, Rahmat Gulshan Colony, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.4407378,78.3646259,4.3,"https://search.google.com/local/reviews?placeid=ChIJTx431YuTyzsR2_5aNj1l4Ds&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMHpuEmEhlGQ7iuiZ8f3KdG5uP7WoKnT2ZmIwb-=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMHpuEmEhlGQ7iuiZ8f3KdG5uP7WoKnT2ZmIwb-=w1600-h1000-k-no
Sri Kruthi Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,+91 77009 94338,"Street Number 2, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032","Gachibowli, Hyderabad",17.4437099,78.3623839,4.1,"https://search.google.com/local/reviews?placeid=ChIJj8HCSg2TyzsR6-pjZT55UlU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPBRB-fxoLlo4qLcXHtmV222bL5HOEjjPdp8ewK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPBRB-fxoLlo4qLcXHtmV222bL5HOEjjPdp8ewK=w1600-h1000-k-no
Honey women's hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 98660 69369,"Banjara Basthi, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500081",Hyderabad,17.4484583,78.3648984,3.8,"https://search.google.com/local/reviews?placeid=ChIJWdKSpOuTyzsRoXaLQYPfMbk&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipP8NeoXmok1RrkPPBh71POvb51RvvwJ8EOyRi58=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP8NeoXmok1RrkPPBh71POvb51RvvwJ8EOyRi58=w1600-h1000-k-no
Sai satwika womens pg accommodation,,Working women's hostel,Working women's hostel,Working women's hostel,+91 95022 99724,"Sri Shyam Nagar, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.432723,78.3690518,4.1,"https://search.google.com/local/reviews?placeid=ChIJ5TlHpZqTyzsRfQ3sQpAaCpg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMwJSN7sFn_3dcFZvVbbB5sftbXtk5vLi4fErDB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMwJSN7sFn_3dcFZvVbbB5sftbXtk5vLi4fErDB=w1600-h1000-k-no
OAK TREE HOMES PG for ladies,http://www.oaktreehomes.in/,Hostel,Student dormitory,Hostel,,"46, Street No. 3, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4470977,78.3804169,4.7,"https://search.google.com/local/reviews?placeid=ChIJG94TAbaTyzsR7br-6g9aOK8&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipN-r1aQH83REXUX1rjuprJs7NIGrllfaeiPTnlq=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN-r1aQH83REXUX1rjuprJs7NIGrllfaeiPTnlq=w1600-h1000-k-no
Sri Laxmi Womens Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"33, Ravindra Bharathi School Rd, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4422491,78.3926741,3.8,"https://search.google.com/local/reviews?placeid=ChIJzVLDT-qRyzsRi-HtHytkQsA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6063Iq1Y5PAs0TyaFaUmDA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=91.59953&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6063Iq1Y5PAs0TyaFaUmDA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=91.59953&pitch=0&thumbfov=100
Sri Ayaansh Women's Hostel (ಶ್ರೀ ಆಯಾಂಶ್),http://about.me/sriayaanshwomenshostel.com,Hostel,Student dormitory,Hostel,+91 88844 47597,"Kumara Basti, Hitech City Rd, Vittal Rao Nagar, Road, Gafoornagar, Hyderabad, Telangana 500081","Gafoornagar, Hyderabad",17.440566,78.3878941,3.7,"https://search.google.com/local/reviews?placeid=ChIJ3weHGoSRyzsRfJCaTRvc0kU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOE_1ECLzfY9dQ1_CVezt96p3DVFObo0SfSSR60=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOE_1ECLzfY9dQ1_CVezt96p3DVFObo0SfSSR60=w1600-h1000-k-no
Brundavan excutive Womens Hostel@ pg,,"Working women's hostel, Girls' hostel",Girls' hostel,Working women's hostel,+91 74166 65551,"1-98/11, arunodaya colony, madhapur Opposit to bank of india bank, hytech theatre lane Near metro Pillar no 1758, Hyderabad, Telangana 500081",Hyderabad,17.4454694,78.3881825,3.8,"https://search.google.com/local/reviews?placeid=ChIJvzVqpl2RyzsRGa0seBat2p4&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipND5pQKQCojhVSwVKV8C6BRvHig-szC5pH-84lL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipND5pQKQCojhVSwVKV8C6BRvHig-szC5pH-84lL=w1600-h1000-k-no
Sreya Executive Women's Hostel,,"Working women's hostel, Bed & breakfast, Free parking lot, Gym, Gymnasium school, Self-catering accommodation, Hostel, Wi-Fi spot",Working women's hostel,Working women's hostel,+91 95816 34343,"plot no: 66&67, Road no 1-C, Near, DLF Cyber City, JV Colony, Gachibowli, Telangana 500032",Hyderabad,17.4465718,78.3590131,3.7,"https://search.google.com/local/reviews?placeid=ChIJM2VeqL-TyzsRLq_AZsAQYsc&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipP1uacFfwftoETIh-Fve14-TFyW3QHfe6aDeQxi=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP1uacFfwftoETIh-Fve14-TFyW3QHfe6aDeQxi=w1600-h1000-k-no
AKSHATHA luxury women's hostel,,Hostel,Student dormitory,Hostel,+91 85558 68720,"Guttala_Begumpet, Sri Rama Colony, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4406074,78.3954677,4.6,"https://search.google.com/local/reviews?placeid=ChIJOUnbfZeRyzsRRctXGH0K5BE&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOPe7LzFcnmEk1RUwmkgsem3DRwGW-23bGs1Mo=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOPe7LzFcnmEk1RUwmkgsem3DRwGW-23bGs1Mo=w1600-h1000-k-no
Akshaya Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,,"1-12, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.442663,78.3884372,5,"https://search.google.com/local/reviews?placeid=ChIJjQeHVQCRyzsRY4xWdyiwWJA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FdHpZIdogOKaVk8RBu4gSA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=210.92715&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipNBoyZy5jUMynbXwiMFmkF2R3XVt-IiRrizOm9F=w1600-h1000-k-no
Tirumala Working Womens Hostel,,Hostel,Student dormitory,Hostel,+91 99591 31918,"13-4, 13-4, Main Rd, VIP Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4459169,78.3879135,3,"https://search.google.com/local/reviews?placeid=ChIJP099m2CRyzsRLBcImUN-QQE&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tFQUz8KLVZptpQhKYlbcnQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=58.64568&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tFQUz8KLVZptpQhKYlbcnQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=58.64568&pitch=0&thumbfov=100
Lakshmi Nivas Deluxe Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9VQ+783, Chalapathi Travels Lane, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4431256,78.3882904,2.8,"https://search.google.com/local/reviews?placeid=ChIJ6ZrTGGeRyzsRJXopMh1ptK4&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k4TlpJbjya46rjLKOhdJeg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=180.76682&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipO0gSusDuG0wMc0RpVEr6h_3Qg7OQEaOe3I8fr6=w1600-h1000-k-no
